"country","sex","five_year_age_group","Time","age_at_start","n_pop","prev_anxiety","prev_bipolar","prev_depression","Self-harm","country_sex_age","n_anxiety","n_bipolar","n_depression","Pr_in_school","Pr_access_internet","gdp_per_cap_2019_monthly","exp_w_edu_adv","exp_w_edu_basic","exp_w_edu_inter","exp_w_edu_lt_basic"
"Afghanistan","Male","10 to 14",2019,10,540134,0.04898034,0.0022023729,0.0111882348,4.78635503740626e-05,"Afghanistan_Male_10",26455.94696556,1189.5764839686,6043.1460154632,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","10 to 14",2019,11,533719,0.04898034,0.0022023729,0.0111882348,4.78635503740626e-05,"Afghanistan_Male_11",26141.73808446,1175.4482618151,5971.3734892212,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","10 to 14",2019,12,524731,0.04898034,0.0022023729,0.0111882348,4.78635503740626e-05,"Afghanistan_Male_12",25701.50278854,1155.6533341899,5870.8136348388,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","10 to 14",2019,13,513834,0.04898034,0.0022023729,0.0111882348,4.78635503740626e-05,"Afghanistan_Male_13",25167.76402356,1131.6540766986,5748.8954402232,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","10 to 14",2019,14,502519,0.04898034,0.0022023729,0.0111882348,4.78635503740626e-05,"Afghanistan_Male_14",24613.55147646,1106.7342273351,5622.3005634612,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","15 to 19",2019,15,490551,0.054418736,0.007812711,0.029095163,0.000194286290627988,"Afghanistan_Male_15",26695.165363536,3832.533193761,14272.661304813,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","15 to 19",2019,16,477924,0.054418736,0.007812711,0.029095163,0.000194286290627988,"Afghanistan_Male_16",26008.019984064,3733.882091964,13905.276681612,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","15 to 19",2019,17,464806,0.054418736,0.007812711,0.029095163,0.000194286290627988,"Afghanistan_Male_17",25294.155005216,3631.394949066,13523.606333378,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","15 to 19",2019,18,451173,0.054418736,0.007812711,0.029095163,0.000194286290627988,"Afghanistan_Male_18",24552.264377328,3524.884260003,13126.951976199,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Afghanistan","Male","15 to 19",2019,19,437066,0.054418736,0.007812711,0.029095163,0.000194286290627988,"Afghanistan_Male_19",23784.579268576,3414.670345926,12716.506511758,0.5510747,0.1144768809,42.2586193226656,79.5984605162665,67.9152945872521,74.7015884116526,55.2491359050804
"Algeria","Female","10 to 14",2019,10,395551,0.065980886,0.0031905283,0.0176996065,8.75298096630692e-05,"Algeria_Female_10",26098.805438186,1262.0166595933,7001.0970506815,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","10 to 14",2019,11,377038,0.065980886,0.0031905283,0.0176996065,8.75298096630692e-05,"Algeria_Female_11",24877.301295668,1202.9504091754,6673.424235547,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","10 to 14",2019,12,355655,0.065980886,0.0031905283,0.0176996065,8.75298096630692e-05,"Algeria_Female_12",23466.43201033,1134.7273425365,6294.9535497575,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","10 to 14",2019,13,333255,0.065980886,0.0031905283,0.0176996065,8.75298096630692e-05,"Algeria_Female_13",21988.46016393,1063.2595086165,5898.4823641575,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","10 to 14",2019,14,311942,0.065980886,0.0031905283,0.0176996065,8.75298096630692e-05,"Algeria_Female_14",20582.209540612,995.2597789586,5521.250650823,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","15 to 19",2019,15,290833,0.085259539,0.0112908072,0.039471026,0.000407988500470411,"Algeria_Female_15",24796.287505987,3283.7393303976,11479.476904658,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","15 to 19",2019,16,276515,0.085259539,0.0112908072,0.039471026,0.000407988500470411,"Algeria_Female_16",23575.541426585,3122.077552908,10914.33075439,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","15 to 19",2019,17,272338,0.085259539,0.0112908072,0.039471026,0.000407988500470411,"Algeria_Female_17",23219.412332182,3074.9158512336,10749.460278788,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","15 to 19",2019,18,275430,0.085259539,0.0112908072,0.039471026,0.000407988500470411,"Algeria_Female_18",23483.03482677,3109.827027096,10871.50469118,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
"Algeria","Female","15 to 19",2019,19,278840,0.085259539,0.0112908072,0.039471026,0.000407988500470411,"Algeria_Female_19",23773.76985476,3148.328679648,11006.10088984,0.6885048,0.4903846808,331.163672659637,1394.40151685982,203.155562094764,471.079188918442,118.413921264322
