"Location","Sex","AgeGrp","AgeGrpStart","qx","monthly_pr_die","perc_death_suicide_base","perc_death_suicide_upper","perc_death_suicide_lower","Pr_death_suicide_base","Pr_death_not_suicide_base"
"Egypt","Male","65-69",65,0.16840672,0.00306881160580197,0.00206317238539836,0.00376209186760063,0.000962476451704282,6.33148736108063e-06,0.00306248011844089
"Egypt","Male","70-74",70,0.25321562,0.00485449173915231,0.00146265817283931,0.00244797996307749,0.000757866663781372,7.10046201725206e-06,0.00484739127713506
"Egypt","Male","75-79",75,0.37620832,0.00783479362130657,0.000993792951357869,0.00159247518749867,0.000544790997536798,7.78616267619806e-06,0.00782700745863037
"Egypt","Male","80-84",80,0.51350882,0.0119371222220199,0.000870410697693236,0.0014282803926099,0.000499434126832764,1.03901988817178e-05,0.0119267320231382
"Egypt","Male","85-89",85,0.67355705,0.0184853454674708,0.000704949719078958,0.00116034228546445,0.000402905783019331,1.3031239094371e-05,0.0184723142283765
"Ethiopia","Female","10-14",10,0.00697559,0.000116660414054226,0.0176432598967771,0.0245842819651501,0.0118118539389393,2.05827000482434e-06,0.000114602144049402
"Ethiopia","Female","15-19",15,0.00757169,0.000126666989853752,0.0245950070285503,0.0340161229936118,0.0171538569468996,3.11537550573834e-06,0.000123551614348014
"Ethiopia","Female","20-24",20,0.0087131,0.000145844047070187,0.0238986024824827,0.0322755488249669,0.0168924627108393,3.4854689053669e-06,0.00014235857816482
"Ethiopia","Female","25-29",25,0.01123929,0.000188364392208595,0.0201331926347853,0.0267318342293565,0.0145417537783666,3.7923765938699e-06,0.000184572015614725
"Ethiopia","Female","30-34",30,0.01523912,0.000255907728408,0.0157903879219953,0.0205502533285273,0.0117236186740476,4.04088230379894e-06,0.000251866846104201
"Ethiopia","Female","35-39",35,0.02201585,0.000370961437161976,0.0138063955109626,0.0177028130003737,0.0103613812268077,5.12164032077335e-06,0.000365839796841203
"Ethiopia","Female","40-44",40,0.02640391,0.00044587978838051,0.0109339446030913,0.0141605629049544,0.00839035839633038,4.87522490579059e-06,0.000441004563474719
"Ethiopia","Female","45-49",45,0.02942142,0.000497591344976511,0.0111545650892025,0.0145076297244075,0.00851894228566464,5.55041504536431e-06,0.000492040929931147
"Ethiopia","Female","50-54",50,0.03702717,0.000628637016517164,0.0131397213606911,0.0168346734117522,0.0102258599344046,8.2601152340517e-06,0.000620376901283112
"Ethiopia","Female","55-59",55,0.04807877,0.000820879380870942,0.0115882517431881,0.0147497587423558,0.00896423320634729,9.51255691632489e-06,0.000811366823954618
"Ethiopia","Female","60-64",60,0.07348292,0.00127123793255168,0.0100016772974455,0.0128347093612242,0.00738663277143155,1.27145115696537e-05,0.00125852342098203
"Ethiopia","Female","65-69",65,0.11719872,0.00207542922336035,0.0085170938991233,0.0111097575756663,0.00637091503729412,1.76766255763446e-05,0.002057752597784
"Ethiopia","Female","70-74",70,0.1885458,0.00347606664847577,0.0064203463781222,0.00820593098356845,0.00492928141099426,2.23175519166528e-05,0.00345374909655912
"Ethiopia","Female","75-79",75,0.2936247,0.00577672678206864,0.00490813608592231,0.00627902571813378,0.003649088063198,2.8352961177585e-05,0.00574837382089106
"Ethiopia","Female","80-84",80,0.4398735,0.00961337038893861,0.00353684899942926,0.00473177640192842,0.0026115960158313,3.40010394412604e-05,0.00957936934949735
"Ethiopia","Female","85-89",85,0.60176875,0.015228233246106,0.00260878630054933,0.00344183520005616,0.00189302849393657,3.97272062740112e-05,0.015188506039832
"Ethiopia","Male","10-14",10,0.00846403,0.000141657520862704,0.0259890909751726,0.0377065286771092,0.0153130760385365,3.68155019701821e-06,0.000137975970665685
"Ethiopia","Male","15-19",15,0.01143713,0.000191698906377158,0.0359986472583874,0.048006059064651,0.0231226299502219,6.90090131048994e-06,0.000184798005066668
"Ethiopia","Male","20-24",20,0.01469388,0.000246684641119099,0.0504821166683179,0.0639734126055174,0.0344800588648733,1.24531628332565e-05,0.000234231478285843
"Ethiopia","Male","25-29",25,0.01582631,0.000265846044660289,0.0513063991346476,0.0670457206297936,0.03462552313267,1.36396032757082e-05,0.000252206441384581
"Ethiopia","Male","30-34",30,0.01907303,0.000320902943504731,0.0402800730576795,0.0518316163558951,0.0285792953443532,1.2925994008795e-05,0.000307976949495936
"Ethiopia","Male","35-39",35,0.0254831,0.000430131099718567,0.034113260286881,0.0452286396236997,0.0246382418709397,1.46731741621818e-05,0.000415457925556385
"Ethiopia","Male","40-44",40,0.03136451,0.000530974136183304,0.0286382593129933,0.0384324383985887,0.021408343337573,1.52061750005101e-05,0.000515767961182794
"Ethiopia","Male","45-49",45,0.03794027,0.000644437941395126,0.0254586771633454,0.0341277967222297,0.0187534688869464,1.64065375017894e-05,0.000628031403893337
"Ethiopia","Male","50-54",50,0.0497764,0.000850603925559912,0.0218390342377728,0.0302374423006971,0.0164359446075044,1.85763682530868e-05,0.000832027557306825
"Ethiopia","Male","55-59",55,0.06388753,0.00109972235278999,0.0184460974117575,0.0268754521959158,0.0138325748974323,2.02855856454513e-05,0.00107943676714454
"Ethiopia","Male","60-64",60,0.09544715,0.0016705122349352,0.0153695447216839,0.0224721616121159,0.0113668681424632,2.56750125029565e-05,0.00164483722243224
"Ethiopia","Male","65-69",65,0.14387274,0.00258558901949602,0.0138356573151947,0.0203828534692439,0.0102901313914226,3.57733236316772e-05,0.00254981569586434
"Ethiopia","Male","70-74",70,0.21848353,0.00410022194980197,0.0124019111894212,0.0189462278130993,0.00900385131595076,5.08505884783597e-05,0.00404937136132361
"Ethiopia","Male","75-79",75,0.32938705,0.00663726099904571,0.0109322548557735,0.0163448136979554,0.00809412140077682,7.25602287858534e-05,0.00656470077025986
"Ethiopia","Male","80-84",80,0.47626632,0.0107216418377848,0.00941302595772095,0.0134632220250286,0.00681043207521588,0.000100923092928455,0.0106207187448563
"Ethiopia","Male","85-89",85,0.6437161,0.0170533732217422,0.00771374753882576,0.0112654362299898,0.00552765729611865,0.000131545415717891,0.0169218278060243
"France","Female","10-14",10,0.00036493,6.08325821616074e-06,0.0437506229309725,0.0608103315611808,0.0297665379278683,2.66146336406989e-07,5.81711187975375e-06
"France","Female","15-19",15,0.00076973,1.28336908848947e-05,0.157404492712804,0.2010233832337,0.121272093325868,2.02008060336979e-06,1.08136102815249e-05
"France","Female","20-24",20,0.00103448,1.72501086107557e-05,0.188656067414112,0.230242311668965,0.152761772073486,3.25433765297149e-06,1.39957709577842e-05
"France","Female","25-29",25,0.0012043,2.00835608556993e-05,0.197318544754339,0.242242501521406,0.159390189529999,3.96285900153179e-06,1.61207018541675e-05
"France","Female","30-34",30,0.00164375,2.74179981079037e-05,0.165155584965083,0.20163331939864,0.134187652968073,4.52823551608238e-06,2.28897625918213e-05
"France","Female","35-39",35,0.00287624,4.80052531591779e-05,0.13656366379305,0.167404523569333,0.110182835901172,6.55577325273023e-06,4.14494799064477e-05
"France","Female","40-44",40,0.00497868,8.31817888268249e-05,0.107290396413078,0.131226175748341,0.0869195695575677,8.92460709757896e-06,7.4257181729246e-05
"France","Female","45-49",45,0.00840729,0.00014070394365262,0.0790408446949625,0.0988763505586323,0.0629182565467275,1.11213585582155e-05,0.000129582585094405
"France","Female","50-54",50,0.01284696,0.000215480044908456,0.0570784209419861,0.0695721444119917,0.0457072534446017,1.22992607078829e-05,0.000203180784200573
"France","Female","55-59",55,0.01760627,0.000296007913320517,0.037964292051921,0.0469509437411146,0.0294223732772057,1.12377308709799e-05,0.000284770182449538
"France","Female","60-64",60,0.02363127,0.000398503356190849,0.0239561473398069,0.0306570117747835,0.0186610783882442,9.54660511631553e-06,0.000388956751074534
"France","Female","65-69",65,0.03276704,0.000555110910762213,0.01686408824523,0.0216483816563019,0.0132641475536396,9.36143938498398e-06,0.000545749471377229
"France","Female","70-74",70,0.05079436,0.000868452886191418,0.0112883235847265,0.0146722378707773,0.00850709464921633,9.80337719741842e-06,0.000858649508993999
"France","Female","75-79",75,0.08820538,0.00153782486096121,0.00686522631171172,0.00869811999190323,0.0049750553501997,1.05575156982753e-05,0.00152726734526294
"France","Female","80-84",80,0.1716665,0.00313406898547397,0.00371145318998833,0.00482232212095708,0.0026994220050088,1.16319503337808e-05,0.00312243703514019
"France","Female","85-89",85,0.32873958,0.00662128388800942,0.00212421013278305,0.00279627711672262,0.00151524701439381,1.40649983269428e-05,0.00660721888968248
"France","Male","10-14",10,0.0004449,7.41662245284935e-06,0.0793493705303926,0.116461801855761,0.0530439130324455,5.88504323095173e-07,6.82811812975418e-06
"France","Male","15-19",15,0.00167382,2.79199835937494e-05,0.182588186086966,0.229408656279611,0.142064061569815,5.09785915996054e-06,2.28221244337888e-05
"France","Male","20-24",20,0.00290102,4.84194296501705e-05,0.235658568978466,0.286804916352223,0.190451791411109,1.14104535021127e-05,3.70089761480579e-05
"France","Male","25-29",25,0.00327973,5.4750502854084e-05,0.282779689068518,0.33281516107361,0.235522322142999,1.54823301734229e-05,3.92681726806611e-05
"France","Male","30-34",30,0.00378313,6.3169740304736e-05,0.287354140582811,0.334391843356695,0.240554258860073,1.81520864361068e-05,4.50176538686292e-05
"France","Male","35-39",35,0.00549096,9.17639683369886e-05,0.258575520661949,0.302107996312335,0.220349793724844,2.37279158907434e-05,6.80360524462452e-05
"France","Male","40-44",40,0.00895818,0.000149964516603429,0.202069246775312,0.243619629536045,0.167981629908933,3.03032169130786e-05,0.00011966129969035
"France","Male","45-49",45,0.01558825,0.000261816125702641,0.137053124964208,0.168487816795671,0.111738388831437,3.58827181935687e-05,0.000225933407509072
"France","Male","50-54",50,0.02592897,0.000437755022641095,0.0814156033392525,0.100358163870675,0.0654005962944193,3.56400892831129e-05,0.000402114933357982
"France","Male","55-59",55,0.03818974,0.000648757510734677,0.0479897476568102,0.0605566479191954,0.0386591267992664,3.11337092306175e-05,0.000617623801504059
"France","Male","60-64",60,0.0507077,0.000866932652678121,0.0297788110144965,0.0367689079726822,0.023676895851971,2.58162236263979e-05,0.000841116429051723
"France","Male","65-69",65,0.06915506,0.00119366314456648,0.020733759490128,0.0256773851004851,0.0168744311111868,2.47491245516713e-05,0.00116891402001481
"France","Male","70-74",70,0.10097402,0.00177248306241884,0.0165587377402308,0.0204212361606469,0.0132745935643636,2.93500821795946e-05,0.00174313298023924
"France","Male","75-79",75,0.16051357,0.00291183514340654,0.0144966361705094,0.0181912367671157,0.011407259749659,4.22118146624678e-05,0.00286962332874407
"France","Male","80-84",80,0.27034339,0.00523924789249375,0.0114365173057124,0.0143359608518507,0.00889277663497823,5.99187491914218e-05,0.00517932914330233
"France","Male","85-89",85,0.44576959,0.00978802862223693,0.00860196560728853,0.0110189466292499,0.00663808719829479,8.41962855716379e-05,0.0097038323366653
"Germany","Female","10-14",10,0.00030098,5.01707580724542e-06,0.0478519150143176,0.0673460962393585,0.033225355740981,2.40076685148697e-07,4.77699912209672e-06
"Germany","Female","15-19",15,0.00079346,1.32294950894174e-05,0.177637760558417,0.218310819559084,0.140468064937305,2.35005788100268e-06,1.08794372084147e-05
"Germany","Female","20-24",20,0.00093217,1.55432915458498e-05,0.184203421175933,0.219896298784275,0.149837990290079,2.86312747908048e-06,1.26801640667693e-05
"Germany","Female","25-29",25,0.00109204,1.82104460234589e-05,0.173784954843678,0.211171181986592,0.140904191301173,3.16470153987004e-06,1.50457444835889e-05
"Germany","Female","30-34",30,0.0015711,2.62052478332553e-05,0.132874863395149,0.160364297299454,0.10729707170859,3.48201872607983e-06,2.27232291071755e-05
"Germany","Female","35-39",35,0.00256576,4.28167033935667e-05,0.092232966526899,0.111929684236189,0.0753621410273746,3.949111570891e-06,3.88675918226757e-05
"Germany","Female","40-44",40,0.00450169,7.51947247134011e-05,0.0725541727401768,0.0893086080317779,0.0576992179167629,5.45569104600614e-06,6.97390336673949e-05
"Germany","Female","45-49",45,0.00780802,0.000130635836323112,0.0562588071599939,0.0684739689313119,0.0450090562159366,7.34941632388647e-06,0.000123286419999225
"Germany","Female","50-54",50,0.01235799,0.000207228274441751,0.0375244389652871,0.046236678000557,0.0298993130266948,7.77612473617124e-06,0.00019945214970558
"Germany","Female","55-59",55,0.0181377,0.000305023545732475,0.0239976419235031,0.029794549500877,0.0191773245350877,7.31984582872518e-06,0.000297703699903749
"Germany","Female","60-64",60,0.0273653,0.000462338156820175,0.0146983341816066,0.0184937992300132,0.0115724148760206,6.79560073385097e-06,0.000455542556086324
"Germany","Female","65-69",65,0.04255953,0.000724599553923122,0.0100482962817902,0.0125495932820423,0.00782542775149344,7.28099100347254e-06,0.000717318562919649
"Germany","Female","70-74",70,0.07112035,0.00122884595737993,0.00734650827393373,0.00935290549866438,0.00579205037880844,9.02772699328169e-06,0.00121981823038665
"Germany","Female","75-79",75,0.13093745,0.00233626961445121,0.00455716844929489,0.00572263420980601,0.00357986756013307,1.06467741760234e-05,0.00232562284027519
"Germany","Female","80-84",80,0.24693415,0.00471555676576652,0.00253531814722939,0.00316502253815087,0.00199219959378633,1.19554366425382e-05,0.00470360132912398
"Germany","Female","85-89",85,0.38537305,0.00807951352851766,0.0015978489092501,0.00203666857577795,0.00121109343927381,1.29098418788134e-05,0.00806660368663884
"Germany","Male","10-14",10,0.00047514,7.92085054290848e-06,0.0682363590130036,0.0964835882713117,0.0454567061609714,5.40490001334247e-07,7.38036054157423e-06
"Germany","Male","15-19",15,0.0019073,3.18181806701068e-05,0.225904214098509,0.275743097989848,0.182964089906918,7.18786109832484e-06,2.46303195717819e-05
"Germany","Male","20-24",20,0.00263257,4.3933056682377e-05,0.269889960065826,0.316282310434711,0.226389747242195,1.18570909135764e-05,3.20759657688006e-05
"Germany","Male","25-29",25,0.00256842,4.28611489233788e-05,0.278628422006327,0.326114814062058,0.23479540295884,1.19423342898992e-05,3.09188146334796e-05
"Germany","Male","30-34",30,0.0031838,5.314657224742e-05,0.245910323624928,0.286604154948512,0.205616965878436,1.30692907809187e-05,4.00772814665014e-05
"Germany","Male","35-39",35,0.00471908,7.88343926282353e-05,0.184970841086279,0.217925567763646,0.154855458934704,1.45820639109706e-05,6.42523287172647e-05
"Germany","Male","40-44",40,0.00803543,0.000134455761028662,0.137549619279619,0.16490221677207,0.114261099589144,1.8494338739444e-05,0.000115961422289218
"Germany","Male","45-49",45,0.01410711,0.000236764652023158,0.0942196533959309,0.113951665708826,0.0770785461954184,2.23078834500301e-05,0.000214456768573128
"Germany","Male","50-54",50,0.02360572,0.000398067395730783,0.0593987010470089,0.0722892521501673,0.0482860426940546,2.36446862355742e-05,0.000374422709495209
"Germany","Male","55-59",55,0.03690859,0.000626586105726967,0.0378024611694106,0.0456483664151565,0.0302147800923475,2.36864969310359e-05,0.000602899608795931
"Germany","Male","60-64",60,0.05542139,0.000949821405183626,0.0226792677373417,0.0279081012076472,0.0186324131626121,2.15412539508176e-05,0.000928280151232809
"Germany","Male","65-69",65,0.08183487,0.00142195513512744,0.0147789273403738,0.0177063104039113,0.01198074573507,2.10149716233199e-05,0.00140094016350412
"Germany","Male","70-74",70,0.12306651,0.00218634192463729,0.0118829405546703,0.0144842485646008,0.00973184442133186,2.59801711226484e-05,0.00216036175351464
"Germany","Male","75-79",75,0.19770967,0.00366468075921678,0.00927594780785764,0.0112697309904051,0.00752164030578743,3.39933874549549e-05,0.00363068737176182
"Germany","Male","80-84",80,0.326849,0.00657471810313615,0.00707637221925586,0.00873440965933193,0.00581393888966049,4.65251525344712e-05,0.00652819295060167
"Germany","Male","85-89",85,0.45222112,0.00998124634977859,0.00585860220989535,0.0072325598804253,0.00464489748422781,5.84761519223228e-05,0.00992277019785627
"India","Female","10-14",10,0.00303444,5.06496047294469e-05,0.0466866905581493,0.0573288138323005,0.0363075202156668,2.36466242289626e-06,4.82849423065506e-05
"India","Female","15-19",15,0.00498941,8.33615029718349e-05,0.216667891003853,0.243809877122276,0.187995966011859,1.80617610398189e-05,6.5299741932016e-05
"India","Female","20-24",20,0.00642348,0.000107397554504396,0.207191148455145,0.231239220261767,0.18242628396681,2.22518226590399e-05,8.51457318453561e-05
"India","Female","25-29",25,0.00678998,0.000113545833125839,0.171018986613006,0.189978010221456,0.150884656559951,1.94184933153104e-05,9.41273398105284e-05
"India","Female","30-34",30,0.00767583,0.00012841576741307,0.107731936324563,0.121516014177671,0.0941366164054885,1.38344792780149e-05,0.000114581288135056
"India","Female","35-39",35,0.00997759,0.000167114363939902,0.0779314778278385,0.0884799980227938,0.0677393835738303,1.30234693480958e-05,0.000154090894591806
"India","Female","40-44",40,0.0143837,0.000241439985179226,0.048664686254484,0.0576201040550364,0.0416007710895348,1.17496011280343e-05,0.000229690384051192
"India","Female","45-49",45,0.01979381,0.000333150018019035,0.0312333138542089,0.0367851415542413,0.0263673696306639,1.04053790733239e-05,0.000322744638945711
"India","Female","50-54",50,0.03739218,0.000634951638085468,0.0212608424334087,0.0286899455553069,0.0175600543977685,1.34996067301699e-05,0.000621452031355298
"India","Female","55-59",55,0.05169545,0.000884268354844564,0.0113629073379629,0.0141621372239229,0.00930479845264206,1.00478593779917e-05,0.000874220495466572
"India","Female","60-64",60,0.08476928,0.00147522898645902,0.00750414357293758,0.00890453181260227,0.0060237716265071,1.10703301173477e-05,0.00146415865634167
"India","Female","65-69",65,0.12815585,0.00228313297984917,0.00561195719028699,0.00661649788058277,0.00448185475224448,1.28128445426459e-05,0.00227032013530652
"India","Female","70-74",70,0.20027474,0.00371785551894033,0.00387338808739333,0.0046106049305278,0.00313780905379224,1.4400697277713e-05,0.00370345482166261
"India","Female","75-79",75,0.28581592,0.0055945342257181,0.00324939634116784,0.00390639699860762,0.00261841997179082,1.81788590435867e-05,0.00557635536667451
"India","Female","80-84",80,0.42342431,0.00913549308148542,0.00214887204899902,0.00268567834646862,0.00171564042647129,1.96310057366279e-05,0.0091158620757488
"India","Female","85-89",85,0.56945848,0.0139470183480584,0.00142987130057712,0.00174110024249374,0.00110722857057001,1.99424412645113e-05,0.0139270759067939
"India","Male","10-14",10,0.00298414,4.98087832289107e-05,0.0325063607498616,0.0457366547658997,0.0223251585666006,1.61910227615063e-06,4.81896809527601e-05
"India","Male","15-19",15,0.00450305,7.52174921829774e-05,0.112646754748982,0.141625937266548,0.0866921460654268,8.47300639476932e-06,6.6744485788208e-05
"India","Male","20-24",20,0.0072599,0.000121432315160597,0.15051412478374,0.181857033096179,0.12118209974897,1.82772786368605e-05,0.000103155036523736
"India","Male","25-29",25,0.00863575,0.000144543788587415,0.145727454106906,0.172104640337396,0.108930142321358,2.10639983178107e-05,0.000123479790269604
"India","Male","30-34",30,0.0119298,0.000200005515009871,0.113856902534549,0.13270402106844,0.0829204916058228,2.27720084288512e-05,0.00017723350658102
"India","Male","35-39",35,0.01715293,0.000288320856035806,0.0784270275714259,0.0905058644353073,0.0562624022592541,2.26121477257373e-05,0.000265708708310069
"India","Male","40-44",40,0.02223683,0.000374726368136291,0.0524650899981431,0.0614931161263758,0.0375898725561376,1.96600526289478e-05,0.000355066315507343
"India","Male","45-49",45,0.03279488,0.000555590370220793,0.0356500712837821,0.0413296470638227,0.0238771707889283,1.98068363029541e-05,0.000535783533917839
"India","Male","50-54",50,0.04713752,0.000804421078815176,0.0224579450111975,0.0264060435797188,0.0148036004060075,1.80656443538794e-05,0.000786355434461297
"India","Male","55-59",55,0.0737305,0.00127568645206588,0.015597948170724,0.018435318160659,0.00998046491411455,1.98980911614185e-05,0.00125578836090446
"India","Male","60-64",60,0.10095341,0.00177210166377761,0.00923662201138853,0.0109380017581426,0.00610667076414255,1.63682332340666e-05,0.00175573343054355
"India","Male","65-69",65,0.15084787,0.00272157181422872,0.00689413865484724,0.00819565299880944,0.00442678487538928,1.87628934464169e-05,0.0027028089207823
"India","Male","70-74",70,0.22907731,0.00432673231976965,0.00426285225678374,0.00504652305736821,0.0027535897425253,1.84442206338292e-05,0.00430828809913583
"India","Male","75-79",75,0.32306841,0.00648198504068564,0.00426671181672917,0.00505303634512654,0.00268918756298339,2.76567621689552e-05,0.00645432827851669
"India","Male","80-84",80,0.44457441,0.0097524769663847,0.00390127584940806,0.00460300381424036,0.0023593249444313,3.8047102860865e-05,0.00971442986352384
"India","Male","85-89",85,0.59261135,0.0148550197659257,0.00322506585841066,0.00389626494055569,0.00194474345455624,4.79084170731026e-05,0.0148071113488526
"Indonesia","Female","10-14",10,0.00203673,3.39795386017361e-05,0.0124370536303348,0.0151147711424973,0.0100169024392099,4.22605343923823e-07,3.35569332578123e-05
"Indonesia","Female","15-19",15,0.00364763,6.090312573237e-05,0.0247560968670037,0.0291806219595667,0.0207490669609081,1.50772368013386e-06,5.93954020522361e-05
"Indonesia","Female","20-24",20,0.00456375,7.62336890678394e-05,0.0215965995412006,0.0252939593729085,0.0186088454721127,1.64638845434653e-06,7.45873006134929e-05
"Indonesia","Female","25-29",25,0.005378,8.9871186361723e-05,0.015059384213631,0.0172248335903711,0.013183826313352,1.35340472515602e-06,8.8517781636567e-05
"Indonesia","Female","30-34",30,0.00682134,0.000114072021366707,0.0110708226729345,0.0125293716176375,0.00978732160110048,1.26287112049401e-06,0.000112809150246213
"Indonesia","Female","35-39",35,0.00939495,0.000157310307444813,0.00741346876449298,0.00848712918892585,0.00653254839864866,1.16621505057491e-06,0.000156144092394239
"Indonesia","Female","40-44",40,0.01335138,0.000223996759644796,0.00521658146759534,0.00595825547915746,0.00459052601106805,1.16849734516445e-06,0.000222828262299631
"Indonesia","Female","45-49",45,0.01973239,0.000332106060005666,0.00371680666106884,0.00433383853449846,0.00321811510697809,1.23437401601039e-06,0.000330871685989655
"Indonesia","Female","50-54",50,0.02895203,0.000489536958220849,0.00235407723942765,0.00271499454454442,0.00205675672229271,1.15240781120634e-06,0.000488384550409642
"Indonesia","Female","55-59",55,0.04274562,0.000727836881943333,0.00174103455083491,0.00203963753362042,0.00151640657992542,1.26718915883529e-06,0.000726569692784498
"Indonesia","Female","60-64",60,0.06605819,0.00113837064101041,0.00112245040632306,0.00131183896164647,0.000977912290138417,1.27776458854837e-06,0.00113709287642186
"Indonesia","Female","65-69",65,0.1014636,0.00178154552068388,0.00092454295180065,0.00107978411170795,0.000800124267098401,1.6471153544603e-06,0.00177989840532942
"Indonesia","Female","70-74",70,0.16419039,0.00298477718680101,0.000945505978048724,0.00110536711641441,0.000820223507440638,2.82212467326381e-06,0.00298195506212775
"Indonesia","Female","75-79",75,0.26974839,0.0052257336479532,0.000709162674586322,0.000851770779850277,0.000597811411712847,3.70589525045823e-06,0.00522202775270274
"Indonesia","Female","80-84",80,0.41592111,0.00892194808756386,0.00081762113193332,0.000978210233006223,0.000677518248945494,7.29477329440428e-06,0.00891465331426945
"Indonesia","Female","85-89",85,0.58992194,0.0147469781144065,0.000775733937362022,0.000961832595061172,0.000620154549717791,1.14397313968801e-05,0.0147355383830096
"Indonesia","Male","10-14",10,0.00242733,4.0503858719565e-05,0.00956365994226726,0.0122407685212656,0.00586069768072294,3.87365131143556e-07,4.01164935884214e-05
"Indonesia","Male","15-19",15,0.00567837,9.49047168447015e-05,0.0406363185583798,0.0492567992177827,0.0316415777062705,3.85657830639413e-06,9.10481385383073e-05
"Indonesia","Male","20-24",20,0.00769484,0.000128735013522729,0.0502292661047388,0.0614781371262915,0.0382918477278295,6.46626525123032e-06,0.000122268748271499
"Indonesia","Male","25-29",25,0.00766988,0.00012831584679962,0.0487755670263999,0.0602008499666508,0.0347022641086365,6.25867818612414e-06,0.000122057168613496
"Indonesia","Male","30-34",30,0.00872325,0.000146014676628892,0.0410307211035458,0.0516410083169641,0.0297727409830136,5.99108747378448e-06,0.000140023589155107
"Indonesia","Male","35-39",35,0.01150847,0.000192901474556972,0.0287022315470423,0.034105271263441,0.0203904002863483,5.53670278850011e-06,0.000187364771768472
"Indonesia","Male","40-44",40,0.0166167,0.000279232774736959,0.0189698062320455,0.0228384893798981,0.0136259099262658,5.29699163039652e-06,0.000273935783106563
"Indonesia","Male","45-49",45,0.02616272,0.000441753280796431,0.0110187045987766,0.0139689134087748,0.00869475954456547,4.86754890663628e-06,0.000436885731889795
"Indonesia","Male","50-54",50,0.04205371,0.000715803145628469,0.00647122878815013,0.00858820207001366,0.00517749349308941,4.63212592263937e-06,0.000711171019705829
"Indonesia","Male","55-59",55,0.06752335,0.00116450756741748,0.00405209701922468,0.00563398403228116,0.00320079623159119,4.71869764279696e-06,0.00115978886977469
"Indonesia","Male","60-64",60,0.10349496,0.00181919931547736,0.00274236192301994,0.00372360791617194,0.00225539507781706,4.98890293314904e-06,0.00181421041254421
"Indonesia","Male","65-69",65,0.1570907,0.00284421285246783,0.00192553081108808,0.00276127244150814,0.00160656295708546,5.47661948071952e-06,0.00283873623298711
"Indonesia","Male","70-74",70,0.23579695,0.00447199991112324,0.00153349816318376,0.00227515238866886,0.00127474373758327,6.8578036494654e-06,0.00446514210747377
"Indonesia","Male","75-79",75,0.35058098,0.00716879953973049,0.00126302996362284,0.00161329898329625,0.000989077455931412,9.05440862188526e-06,0.0071597451311086
"Indonesia","Male","80-84",80,0.49374704,0.011281198189913,0.00116023829960463,0.0013988277758139,0.000791024172626876,1.30888782053675e-05,0.0112681093117077
"Indonesia","Male","85-89",85,0.65412177,0.0175388470848616,0.0010356324599071,0.00124405341411615,0.000717457703260745,1.81637993504298e-05,0.0175206832855112
"Iran (Islamic Republic of)","Female","10-14",10,0.00087696,1.46223056660677e-05,0.0229426196188192,0.0274095340806878,0.0188463296684511,3.35473996846696e-07,1.4286831669221e-05
"Iran (Islamic Republic of)","Female","15-19",15,0.00163241,2.72286931753962e-05,0.0993969357778817,0.113425166096468,0.0856684263571799,2.7064486668705e-06,2.45222445085257e-05
"Iran (Islamic Republic of)","Female","20-24",20,0.00202978,3.38634732069965e-05,0.106187799536089,0.120338261857456,0.0941884602095725,3.59588770450026e-06,3.02675855024962e-05
"Iran (Islamic Republic of)","Female","25-29",25,0.0016807,2.8034839695934e-05,0.0807921864421607,0.0921776852559457,0.069265161898035,2.26499599558999e-06,2.5769843700344e-05
"Iran (Islamic Republic of)","Female","30-34",30,0.00144697,2.41333399869648e-05,0.0545956553997885,0.0626619651401201,0.0456960274922356,1.31757551357426e-06,2.28157644733905e-05
"Iran (Islamic Republic of)","Female","35-39",35,0.00262184,4.37537601409854e-05,0.0367155498876511,0.0420534845058601,0.0306650876439762,1.60644336322867e-06,4.21473167777568e-05
"Iran (Islamic Republic of)","Female","40-44",40,0.004003,6.68483230557015e-05,0.0244028846239959,0.0281060897112598,0.0203607709689533,1.63129191483589e-06,6.52170311408657e-05
"Iran (Islamic Republic of)","Female","45-49",45,0.00603825,0.000100937471325335,0.0130864732255177,0.0150824309404852,0.0109079500867957,1.32091551595046e-06,9.96165558093848e-05
"Iran (Islamic Republic of)","Female","50-54",50,0.0122104,0.000204738361208712,0.00709970558240985,0.00818360182927862,0.00599989886463163,1.45358208600693e-06,0.000203284779122705
"Iran (Islamic Republic of)","Female","55-59",55,0.0198565,0.000334215628604806,0.00406898214323475,0.00467489245414518,0.00347123342786843,1.35991742478293e-06,0.000332855711180023
"Iran (Islamic Republic of)","Female","60-64",60,0.0397913,0.000676514765858949,0.00254634179135487,0.00289436427616558,0.00219490676998885,1.72263782077529e-06,0.000674792128038174
"Iran (Islamic Republic of)","Female","65-69",65,0.08005737,0.00138976620557674,0.0018288920130234,0.0020542382511738,0.0015823863050437,2.54173231334913e-06,0.00138722447326339
"Iran (Islamic Republic of)","Female","70-74",70,0.14171507,0.00254374498993171,0.00116163738740426,0.00130039359741976,0.00103943676841731,2.95490928432695e-06,0.00254079008064738
"Iran (Islamic Republic of)","Female","75-79",75,0.31136446,0.00619809734502663,0.000655885442988322,0.000755118499882114,0.000579300088405166,4.06524182282754e-06,0.0061940321032038
